,Name,Review_Count,Categories_All,Rating,Latitude,Longitude,Price,Address,City,Zip_Code,State
3,Peggy Sue's 50's Diner,1310,"Pizza, Diners, Comfort Food",3.5,34.901454,-116.883448,$$,35654 Yermo Rd,Yermo,92398,CA
